order_id,customer_id,order_date,status,region_code
ORD00177,CUST0343,2023-06-02 00:00:00,RETURNED,EAST
ORD00178,UNKNOWN,2023-08-27 00:00:00,SHIPPED,CENTRAL
ORD00179,CUST0340,2023-02-07 00:00:00,PLACED,WEST
ORD00180,CUST0131,2024-05-15 00:00:00,RETURNED,WEST
ORD00181,CUST0146,2024-04-27 00:00:00,SHIPPED,CENTRAL
ORD00182,CUST0357,2023-02-16 00:00:00,RETURNED,EAST
ORD00183,CUST0028,2023-05-14 00:00:00,CANCELLED,EAST
ORD00184,CUST0484,2023-02-21 00:00:00,SHIPPED,SOUTH
ORD00185,UNKNOWN,2023-04-10 00:00:00,CANCELLED,SOUTH
ORD00186,CUST0139,2023-06-24 00:00:00,DELIVERED,SOUTH
ORD00187,CUST0468,2023-03-07 00:00:00,RETURNED,NORTH
ORD00188,CUST0443,2023-04-19 00:00:00,RETURNED,CENTRAL
ORD00189,CUST0150,2023-08-14 00:00:00,CANCELLED,EAST
ORD00190,CUST0333,2023-07-27 00:00:00,RETURNED,NORTH
ORD00191,CUST0195,2024-02-16 00:00:00,PLACED,WEST
ORD00192,CUST0364,2023-05-21 00:00:00,RETURNED,CENTRAL
ORD00193,CUST0162,2023-08-07 00:00:00,SHIPPED,NORTH
ORD00194,CUST0306,2023-06-27 00:00:00,DELIVERED,NORTH
ORD00195,CUST0096,2023-05-04 00:00:00,CANCELLED,WEST
ORD00196,CUST0495,2024-03-01 00:00:00,SHIPPED,NORTH
ORD00197,CUST0475,2024-01-14 00:00:00,SHIPPED,NORTH
ORD00198,CUST0021,2024-03-25 00:00:00,SHIPPED,SOUTH
ORD00199,CUST0272,2023-02-11 00:00:00,DELIVERED,WEST
ORD00200,CUST0251,2024-01-21 00:00:00,CANCELLED,WEST
ORD00201,CUST0081,2023-01-17 00:00:00,CANCELLED,WEST
ORD00202,UNKNOWN,2023-03-24 00:00:00,DELIVERED,CENTRAL
ORD00203,CUST0182,2023-07-03 00:00:00,PLACED,WEST
ORD00204,CUST0121,2023-10-18 00:00:00,SHIPPED,EAST
ORD00205,CUST0257,2024-05-02 00:00:00,CANCELLED,CENTRAL
ORD00206,CUST0032,2023-07-31 00:00:00,DELIVERED,CENTRAL
ORD00207,CUST0450,2023-10-05 00:00:00,DELIVERED,EAST
ORD00208,CUST0418,2024-02-26 00:00:00,SHIPPED,WEST
ORD00209,CUST0484,2023-06-28 00:00:00,DELIVERED,EAST
ORD00210,CUST0144,2023-02-08 00:00:00,RETURNED,NORTH
ORD00211,CUST0175,2024-05-26 00:00:00,SHIPPED,SOUTH
ORD00212,CUST0337,2023-04-01 00:00:00,CANCELLED,SOUTH
ORD00213,CUST0374,2023-11-05 00:00:00,SHIPPED,NORTH
ORD00214,CUST0492,2023-01-05 00:00:00,PLACED,SOUTH
ORD00215,CUST0447,2023-07-16 00:00:00,SHIPPED,NORTH
ORD00216,CUST0117,2024-06-26 00:00:00,SHIPPED,NORTH
ORD00217,CUST0294,2024-01-06 00:00:00,PLACED,SOUTH
ORD00218,CUST0497,2024-06-03 00:00:00,SHIPPED,NORTH
ORD00219,CUST0310,2023-08-02 00:00:00,DELIVERED,SOUTH
ORD00220,CUST0278,2023-07-18 00:00:00,CANCELLED,WEST
ORD00221,CUST0335,2023-06-02 00:00:00,CANCELLED,SOUTH
ORD00222,CUST0278,2024-04-30 00:00:00,RETURNED,SOUTH
ORD00223,CUST0104,2023-06-13 00:00:00,CANCELLED,WEST
ORD00224,CUST0159,2023-02-14 00:00:00,CANCELLED,CENTRAL
ORD00225,CUST0461,2024-01-08 00:00:00,PLACED,SOUTH
ORD00226,CUST0070,2024-03-21 00:00:00,SHIPPED,NORTH
ORD00227,CUST0466,2024-04-09 00:00:00,SHIPPED,EAST
ORD00228,CUST0075,2023-02-23 00:00:00,DELIVERED,WEST
ORD00229,CUST0290,2023-06-30 00:00:00,SHIPPED,SOUTH
ORD00230,CUST0163,2023-01-30 00:00:00,PLACED,WEST
ORD00231,CUST0273,2023-04-29 00:00:00,DELIVERED,WEST
ORD00232,CUST0061,2023-08-29 00:00:00,DELIVERED,NORTH
ORD00233,CUST0430,2023-11-30 00:00:00,RETURNED,NORTH
ORD00234,CUST0373,2023-11-30 00:00:00,SHIPPED,SOUTH
ORD00235,UNKNOWN,2023-04-23 00:00:00,PLACED,SOUTH
ORD00236,CUST0499,2023-04-11 00:00:00,CANCELLED,WEST
ORD00237,CUST0211,2024-02-27 00:00:00,PLACED,WEST
ORD00238,CUST0382,2024-01-20 00:00:00,PLACED,WEST
ORD00239,CUST0458,2023-03-17 00:00:00,PLACED,NORTH
ORD00240,CUST0379,2024-05-11 00:00:00,DELIVERED,WEST
ORD00241,CUST0399,2024-03-22 00:00:00,RETURNED,CENTRAL
ORD00242,CUST0068,2024-04-10 00:00:00,DELIVERED,SOUTH
ORD00243,CUST0391,2024-01-18 00:00:00,PLACED,SOUTH
ORD00244,CUST0316,2023-07-18 00:00:00,CANCELLED,EAST
ORD00245,CUST0291,2023-10-04 00:00:00,DELIVERED,CENTRAL
ORD00246,CUST0306,2023-05-11 00:00:00,PLACED,WEST
ORD00247,CUST0352,2023-03-03 00:00:00,CANCELLED,NORTH
ORD00248,UNKNOWN,2023-04-24 00:00:00,SHIPPED,EAST
ORD00249,CUST0400,2024-04-14 00:00:00,SHIPPED,NORTH
ORD00250,CUST0258,2023-12-18 00:00:00,PLACED,NORTH
ORD00251,CUST0241,2023-10-30 00:00:00,RETURNED,WEST
ORD00252,CUST0192,2023-06-24 00:00:00,RETURNED,WEST
ORD00253,CUST0199,2023-08-24 00:00:00,PLACED,WEST
ORD00254,CUST0071,2024-06-18 00:00:00,RETURNED,CENTRAL
ORD00255,CUST0116,2023-08-10 00:00:00,RETURNED,CENTRAL
ORD00256,UNKNOWN,2024-04-18 00:00:00,RETURNED,CENTRAL
ORD00257,CUST0008,2024-03-14 00:00:00,DELIVERED,EAST
ORD00258,CUST0487,2023-09-10 00:00:00,CANCELLED,NORTH
ORD00259,CUST0381,2024-03-20 00:00:00,PLACED,WEST
ORD00260,CUST0104,2023-06-02 00:00:00,SHIPPED,WEST
ORD00261,CUST0034,2023-01-06 00:00:00,RETURNED,WEST
ORD00262,CUST0489,2023-02-15 00:00:00,PLACED,CENTRAL
ORD00263,CUST0444,2024-04-26 00:00:00,DELIVERED,CENTRAL
ORD00264,CUST0353,2024-05-31 00:00:00,DELIVERED,CENTRAL
ORD00265,CUST0235,2024-06-27 00:00:00,RETURNED,WEST
ORD00266,CUST0219,2023-04-11 00:00:00,CANCELLED,SOUTH
ORD00267,CUST0022,2023-09-04 00:00:00,SHIPPED,NORTH
ORD00268,CUST0423,2023-01-13 00:00:00,CANCELLED,CENTRAL
ORD00269,CUST0161,2024-02-21 00:00:00,SHIPPED,NORTH
ORD00270,CUST0481,2023-05-16 00:00:00,SHIPPED,WEST
ORD00271,CUST0305,2023-09-02 00:00:00,PLACED,CENTRAL
ORD00272,CUST0329,2023-04-03 00:00:00,SHIPPED,EAST
ORD00273,CUST0403,2023-11-09 00:00:00,SHIPPED,CENTRAL
ORD00274,UNKNOWN,2024-04-15 00:00:00,DELIVERED,NORTH
ORD00275,CUST0234,2023-01-25 00:00:00,CANCELLED,EAST
ORD00276,CUST0022,2024-04-19 00:00:00,CANCELLED,WEST
ORD00277,CUST0126,2024-02-20 00:00:00,DELIVERED,WEST
ORD00278,CUST0203,2024-01-15 00:00:00,RETURNED,NORTH
ORD00279,CUST0021,2023-01-02 00:00:00,PLACED,WEST
ORD00280,CUST0265,2023-03-14 00:00:00,CANCELLED,CENTRAL
ORD00281,CUST0493,2023-12-07 00:00:00,RETURNED,EAST
ORD00282,UNKNOWN,2023-10-31 00:00:00,DELIVERED,WEST
ORD00283,CUST0204,2023-10-04 00:00:00,PLACED,WEST
ORD00284,CUST0397,2023-08-01 00:00:00,DELIVERED,NORTH
ORD00285,CUST0237,2023-03-24 00:00:00,RETURNED,SOUTH
ORD00286,CUST0151,2023-12-10 00:00:00,CANCELLED,EAST
ORD00287,CUST0028,2023-02-26 00:00:00,CANCELLED,SOUTH
ORD00288,CUST0463,2024-01-08 00:00:00,SHIPPED,WEST
ORD00289,CUST0425,2023-04-24 00:00:00,DELIVERED,EAST
ORD00290,CUST0047,2024-04-21 00:00:00,SHIPPED,WEST
ORD00291,CUST0058,2024-01-10 00:00:00,DELIVERED,SOUTH
ORD00292,CUST0300,2023-03-10 00:00:00,CANCELLED,CENTRAL
ORD00293,CUST0357,2023-07-29 00:00:00,DELIVERED,SOUTH
ORD00294,CUST0202,2023-12-09 00:00:00,DELIVERED,CENTRAL
ORD00295,CUST0231,2023-04-27 00:00:00,PLACED,EAST
ORD00296,UNKNOWN,2023-08-03 00:00:00,RETURNED,CENTRAL
ORD00297,CUST0460,2023-08-19 00:00:00,PLACED,WEST
ORD00298,CUST0104,2023-10-01 00:00:00,PLACED,SOUTH
ORD00299,CUST0047,2024-03-09 00:00:00,SHIPPED,EAST
ORD00300,CUST0355,2023-03-06 00:00:00,DELIVERED,WEST
ORD00301,CUST0365,2024-04-08 00:00:00,RETURNED,WEST
ORD00302,CUST0368,2024-06-23 00:00:00,CANCELLED,EAST
ORD00303,CUST0047,2024-04-26 00:00:00,DELIVERED,WEST
ORD00304,CUST0231,2024-06-29 00:00:00,DELIVERED,SOUTH
ORD00305,CUST0044,2024-04-07 00:00:00,PLACED,CENTRAL
ORD00306,CUST0197,2023-03-09 00:00:00,RETURNED,SOUTH
ORD00307,CUST0500,2024-04-13 00:00:00,SHIPPED,EAST
ORD00308,CUST0487,2024-02-05 00:00:00,CANCELLED,NORTH
ORD00309,CUST0282,2023-10-23 00:00:00,CANCELLED,WEST
ORD00310,CUST0394,2023-03-20 00:00:00,PLACED,SOUTH
ORD00311,CUST0172,2023-10-10 00:00:00,CANCELLED,SOUTH
ORD00312,CUST0338,2023-06-01 00:00:00,DELIVERED,SOUTH
ORD00313,CUST0084,2023-07-29 00:00:00,DELIVERED,SOUTH
ORD00314,CUST0092,2023-01-24 00:00:00,PLACED,CENTRAL
ORD00315,CUST0027,2023-05-16 00:00:00,SHIPPED,WEST
ORD00316,CUST0159,2024-03-06 00:00:00,DELIVERED,NORTH
ORD00317,CUST0493,2023-01-22 00:00:00,SHIPPED,WEST
ORD00318,CUST0321,2023-03-06 00:00:00,SHIPPED,WEST
ORD00319,CUST0461,2023-08-26 00:00:00,CANCELLED,EAST
ORD00320,CUST0104,2024-06-16 00:00:00,DELIVERED,SOUTH
ORD00321,UNKNOWN,2024-02-26 00:00:00,CANCELLED,SOUTH
ORD00322,CUST0007,2023-12-01 00:00:00,PLACED,CENTRAL
ORD00323,CUST0438,2024-06-26 00:00:00,DELIVERED,NORTH
ORD00324,CUST0414,2024-03-31 00:00:00,PLACED,NORTH
ORD00325,UNKNOWN,2023-05-16 00:00:00,CANCELLED,EAST
ORD00326,CUST0122,2023-11-10 00:00:00,CANCELLED,EAST
ORD00327,CUST0338,2023-09-24 00:00:00,CANCELLED,EAST
ORD00328,CUST0210,2024-01-16 00:00:00,DELIVERED,SOUTH
ORD00329,CUST0308,2023-02-18 00:00:00,CANCELLED,SOUTH
ORD00330,CUST0126,2023-10-19 00:00:00,PLACED,CENTRAL
ORD00331,CUST0143,2023-06-20 00:00:00,SHIPPED,NORTH
ORD00332,CUST0286,2023-06-14 00:00:00,DELIVERED,NORTH
ORD00333,CUST0107,2023-10-20 00:00:00,RETURNED,EAST
ORD00334,UNKNOWN,2023-06-29 00:00:00,PLACED,WEST
ORD00335,CUST0335,2023-06-07 00:00:00,DELIVERED,NORTH
ORD00336,CUST0075,2023-04-30 00:00:00,CANCELLED,CENTRAL
ORD00337,CUST0342,2023-11-21 00:00:00,RETURNED,SOUTH
ORD00338,CUST0309,2024-03-27 00:00:00,RETURNED,NORTH
ORD00339,CUST0472,2023-07-08 00:00:00,DELIVERED,CENTRAL
ORD00340,CUST0056,2023-02-05 00:00:00,CANCELLED,SOUTH
ORD00341,CUST0092,2023-12-19 00:00:00,PLACED,WEST
ORD00342,CUST0146,2024-04-04 00:00:00,PLACED,EAST
ORD00343,CUST0355,2023-06-16 00:00:00,SHIPPED,EAST
ORD00344,CUST0294,2023-05-05 00:00:00,CANCELLED,EAST
ORD00345,CUST0091,2024-02-19 00:00:00,SHIPPED,NORTH
ORD00346,CUST0384,2023-05-29 00:00:00,PLACED,CENTRAL
ORD00347,CUST0477,2023-11-24 00:00:00,CANCELLED,EAST
ORD00348,UNKNOWN,2024-06-03 00:00:00,SHIPPED,SOUTH
ORD00349,CUST0166,2023-10-30 00:00:00,DELIVERED,CENTRAL
ORD00350,CUST0195,2023-10-24 00:00:00,DELIVERED,CENTRAL
ORD00351,CUST0389,2023-05-31 00:00:00,RETURNED,NORTH
ORD00352,CUST0282,2024-03-28 00:00:00,PLACED,NORTH
ORD00353,CUST0242,2023-04-26 00:00:00,PLACED,WEST
ORD00354,CUST0356,2023-02-11 00:00:00,SHIPPED,WEST
ORD00355,CUST0169,2023-04-30 00:00:00,SHIPPED,NORTH
ORD00356,CUST0269,2024-02-16 00:00:00,RETURNED,NORTH
ORD00357,CUST0108,2023-08-14 00:00:00,SHIPPED,CENTRAL
ORD00358,CUST0056,2023-04-05 00:00:00,RETURNED,CENTRAL
ORD00359,CUST0323,2023-07-19 00:00:00,CANCELLED,NORTH
ORD00360,CUST0045,2023-08-16 00:00:00,DELIVERED,CENTRAL
ORD00361,CUST0353,2023-10-12 00:00:00,CANCELLED,NORTH
ORD00362,CUST0404,2023-03-27 00:00:00,CANCELLED,CENTRAL
ORD00363,CUST0148,2024-04-01 00:00:00,SHIPPED,NORTH
ORD00364,CUST0435,2023-03-31 00:00:00,DELIVERED,SOUTH
ORD00365,CUST0270,2024-02-08 00:00:00,SHIPPED,NORTH
ORD00366,CUST0320,2023-11-22 00:00:00,RETURNED,SOUTH
ORD00367,CUST0067,2024-06-07 00:00:00,DELIVERED,EAST
ORD00368,CUST0255,2024-01-05 00:00:00,DELIVERED,SOUTH
ORD00369,CUST0324,2024-03-13 00:00:00,SHIPPED,EAST
ORD00370,CUST0414,2024-01-17 00:00:00,PLACED,WEST
ORD00371,CUST0313,2023-12-20 00:00:00,CANCELLED,CENTRAL
ORD00372,CUST0149,2024-04-01 00:00:00,DELIVERED,WEST
ORD00373,CUST0001,2023-03-31 00:00:00,SHIPPED,NORTH
ORD00374,CUST0239,2024-03-30 00:00:00,CANCELLED,SOUTH
ORD00375,CUST0061,2024-03-01 00:00:00,CANCELLED,EAST
ORD00376,CUST0107,2023-10-23 00:00:00,RETURNED,EAST
ORD00377,CUST0213,2024-03-10 00:00:00,SHIPPED,SOUTH
ORD00378,CUST0171,2024-02-29 00:00:00,PLACED,NORTH
ORD00379,CUST0413,2023-03-30 00:00:00,PLACED,SOUTH
ORD00380,CUST0006,2023-11-07 00:00:00,RETURNED,WEST
