product_id,product_name,category,subcategory,cost_price
PROD0094,Speaker 94,Electronics,Speaker,3929.75
PROD0095,Jacket 95,Clothing,Jacket,2438.22
PROD0096,Bedsheet 96,Home,Bedsheet,1882.55
PROD0097,Python Programming 97,Books,Python Programming,2796.81
PROD0098,Dress 98,Clothing,Dress,1306.2
PROD0099,Headphones 99,Electronics,Headphones,1567.93
PROD0100,Self Help 100,Books,Self Help,1754.56
PROD0101,Shoes 101,Clothing,Shoes,3542.2
PROD0102,Vase 102,Home,Vase,3692.12
PROD0103,Charger 103,Electronics,Charger,4282.24
PROD0104,Clock 104,Home,Clock,3313.45
PROD0105,Saree 105,Clothing,Saree,3751.68
PROD0106,History Book 106,Books,History Book,2260.64
PROD0107,Dress 107,Clothing,Dress,3511.59
PROD0108,Biography 108,Books,Biography,850.89
PROD0109,Dress 109,Clothing,Dress,1111.57
PROD0110,Smartphone   110,Electronics,Smartphone,2032.78
PROD0111,Smartphone 111,Electronics,Smartphone,1725.27
PROD0112,T-Shirt 112,Clothing,T-Shirt,2775.35
PROD0113,Biography 113,Books,Biography,3500.43
PROD0114,Python Programming 114,Books,Python Programming,3548.61
PROD0115,Vase 115,Home,Vase,845.65
PROD0116,Fiction Novel   116,Books,Fiction Novel,4824.62
PROD0117,Kurta 117,Clothing,Kurta,76.19
PROD0118,Clock 118,Home,Clock,500.89
PROD0119,Biography 119,Books,Biography,769.38
PROD0120,Smartphone 120,Electronics,Smartphone,4633.02
PROD0121,Comics   121,Books,Comics,2205.12
PROD0122,Tablet 122,Electronics,Tablet,367.2
PROD0123,Cookbook 123,Books,Cookbook,1147.76
PROD0124,Headphones 124,Electronics,Headphones,446.2
PROD0125,History Book 125,Books,History Book,236.89
PROD0126,Smart Watch 126,Electronics,Smart Watch,1952.41
PROD0127,Pillow 127,Home,Pillow,4923.02
PROD0128,Data Science 128,Books,Data Science,3089.13
PROD0129,Cookbook 129,Books,Cookbook,2628.98
PROD0130,Camera 130,Electronics,Camera,3572.45
PROD0131,Self Help 131,Books,Self Help,3007.49
PROD0132,Cookbook 132,Books,Cookbook,4731.29
PROD0133,Rug 133,Home,Rug,4110.13
PROD0134,Fiction Novel 134,Books,Fiction Novel,3219.44
PROD0135,Curtains   135,Home,Curtains,2222.91
PROD0136,Sandals 136,Clothing,Sandals,1048.45
PROD0137,Mirror   137,Home,Mirror,3301.58
PROD0138,Rug 138,Home,Rug,4029.35
PROD0139,Sandals 139,Clothing,Sandals,1465.73
PROD0140,Laptop   140,Electronics,Laptop,216.37
PROD0141,Clock 141,Home,Clock,3017.6
PROD0142,Comics 142,Books,Comics,2603.28
PROD0143,Saree 143,Clothing,Saree,1196.77
PROD0144,Rug 144,Home,Rug,888.94
PROD0145,Rug 145,Home,Rug,228.5
PROD0146,Self Help 146,Books,Self Help,1234.32
PROD0147,Cookbook 147,Books,Cookbook,51.42
PROD0148,Cookbook 148,Books,Cookbook,829.35
PROD0149,Jacket 149,Clothing,Jacket,4984.24
PROD0150,Lamp 150,Home,Lamp,3909.38
PROD0151,Self Help 151,Books,Self Help,1797.98
PROD0152,Bedsheet 152,Home,Bedsheet,2005.96
PROD0153,T-Shirt 153,Clothing,T-Shirt,2951.1
PROD0154,History Book   154,Books,History Book,2612.83
PROD0155,Biography 155,Books,Biography,3697.78
PROD0156,Sandals   156,Clothing,Sandals,389.66
PROD0157,Comics 157,Books,Comics,496.32
PROD0158,Python Programming 158,Books,Python Programming,1458.24
PROD0159,Laptop 159,Electronics,Laptop,4157.34
PROD0160,Speaker 160,Electronics,Speaker,4579.29
PROD0161,Smartphone 161,Electronics,Smartphone,1773.07
PROD0162,Kurta 162,Clothing,Kurta,4818.27
PROD0163,Shoes 163,Clothing,Shoes,1418.71
PROD0164,Laptop 164,Electronics,Laptop,3051.5
PROD0165,Rug 165,Home,Rug,1012.9
PROD0166,Charger 166,Electronics,Charger,4652.08
PROD0167,Laptop 167,Electronics,Laptop,2895.79
PROD0168,Bedsheet 168,Home,Bedsheet,1342.48
PROD0169,Saree 169,Clothing,Saree,2065.32
PROD0170,Self Help 170,Books,Self Help,577.0
PROD0171,Comics 171,Books,Comics,408.31
PROD0172,Dress 172,Clothing,Dress,1506.55
PROD0173,Jacket 173,Clothing,Jacket,4737.73
PROD0174,Tablet 174,Electronics,Tablet,4024.56
PROD0175,Cookbook 175,Books,Cookbook,4785.71
PROD0176,Mirror 176,Home,Mirror,4386.76
PROD0177,Bedsheet 177,Home,Bedsheet,4075.08
PROD0178,Tablet 178,Electronics,Tablet,2895.72
PROD0179,Sandals 179,Clothing,Sandals,3486.25
PROD0180,Saree 180,Clothing,Saree,4831.97
PROD0181,Python Programming 181,Books,Python Programming,2837.68
PROD0182,Sandals 182,Clothing,Sandals,3861.34
PROD0183,Comics 183,Books,Comics,3799.49
PROD0184,Headphones 184,Electronics,Headphones,4808.13
PROD0185,Dress 185,Clothing,Dress,2321.3
PROD0186,Laptop 186,Electronics,Laptop,2330.57
PROD0187,Charger 187,Electronics,Charger,2954.79
PROD0188,Jacket   188,Clothing,Jacket,185.39
PROD0189,Mirror   189,Home,Mirror,625.53
PROD0190,Headphones 190,Electronics,Headphones,384.39
PROD0191,Fiction Novel 191,Books,Fiction Novel,3186.63
PROD0192,Camera 192,Electronics,Camera,4971.28
PROD0193,Vase 193,Home,Vase,3400.72
PROD0194,Tablet 194,Electronics,Tablet,1188.15
PROD0195,Lamp 195,Home,Lamp,1612.87
PROD0196,Curtains 196,Home,Curtains,4779.46
PROD0197,Clock   197,Home,Clock,2606.7
PROD0198,Speaker 198,Electronics,Speaker,98.13
PROD0199,Rug 199,Home,Rug,4169.28
PROD0200,Charger 200,Electronics,Charger,1278.88
PROD0201,Self Help 201,Books,Self Help,510.4
PROD0202,Vase 202,Home,Vase,3384.8
PROD0203,Cookbook 203,Books,Cookbook,4114.32
PROD0204,Python Programming 204,Books,Python Programming,426.34
PROD0205,Speaker 205,Electronics,Speaker,4660.41
PROD0206,Lamp 206,Home,Lamp,2408.95
PROD0207,Vase 207,Home,Vase,1800.01
PROD0208,T-Shirt 208,Clothing,T-Shirt,4476.87
PROD0209,Sandals 209,Clothing,Sandals,1381.93
PROD0210,Data Science 210,Books,Data Science,4738.23
PROD0211,Smartphone 211,Electronics,Smartphone,3431.38
PROD0212,Fiction Novel 212,Books,Fiction Novel,4554.14
PROD0213,Laptop 213,Electronics,Laptop,2520.05
PROD0214,Saree 214,Clothing,Saree,1038.35
PROD0215,Tablet 215,Electronics,Tablet,3690.37
PROD0216,Sandals 216,Clothing,Sandals,4370.08
PROD0217,Tablet 217,Electronics,Tablet,1073.55
PROD0218,Cookbook 218,Books,Cookbook,1053.69
PROD0219,Jacket 219,Clothing,Jacket,1285.99
PROD0220,Curtains 220,Home,Curtains,3112.05
PROD0221,Pillow 221,Home,Pillow,822.18
PROD0222,Data Science 222,Books,Data Science,578.11
PROD0223,Camera 223,Electronics,Camera,4604.93
PROD0224,Cookbook 224,Books,Cookbook,3395.27
PROD0225,Smartphone   225,Electronics,Smartphone,3333.95
PROD0226,T-Shirt 226,Clothing,T-Shirt,3088.44
PROD0227,Clock 227,Home,Clock,3833.01
PROD0228,Jacket 228,Clothing,Jacket,2730.3
PROD0229,Headphones 229,Electronics,Headphones,259.2
PROD0230,Smart Watch 230,Electronics,Smart Watch,2437.35
PROD0231,Headphones 231,Electronics,Headphones,3122.3
PROD0232,Data Science 232,Books,Data Science,2487.08
PROD0233,Jeans 233,Clothing,Jeans,4927.54
PROD0234,T-Shirt 234,Clothing,T-Shirt,4490.15
PROD0235,Lamp 235,Home,Lamp,4350.41
PROD0236,Smartphone 236,Electronics,Smartphone,2479.49
PROD0237,Bedsheet 237,Home,Bedsheet,4922.75
PROD0238,Shoes 238,Clothing,Shoes,4584.23
PROD0239,Headphones   239,Electronics,Headphones,1437.32
PROD0240,Headphones 240,Electronics,Headphones,1149.36
PROD0241,Clock 241,Home,Clock,2904.49
PROD0242,Speaker 242,Electronics,Speaker,318.03
PROD0243,Vase 243,Home,Vase,4006.39
PROD0244,Tablet 244,Electronics,Tablet,2417.68
PROD0245,Data Science 245,Books,Data Science,2726.8
PROD0246,Mirror 246,Home,Mirror,2537.25
PROD0247,Python Programming 247,Books,Python Programming,1998.9
PROD0248,Dress 248,Clothing,Dress,3447.38
PROD0249,Kurta 249,Clothing,Kurta,915.26
PROD0250,Pillow   250,Home,Pillow,4883.71
PROD0251,History Book 251,Books,History Book,3506.31
PROD0252,Python Programming 252,Books,Python Programming,2327.35
PROD0253,Headphones 253,Electronics,Headphones,3461.59
PROD0254,Rug   254,Home,Rug,108.51
PROD0255,Tablet 255,Electronics,Tablet,1093.22
PROD0256,Speaker 256,Electronics,Speaker,2925.99
PROD0257,Clock 257,Home,Clock,1660.91
PROD0258,Curtains 258,Home,Curtains,3083.25
PROD0259,Saree 259,Clothing,Saree,1335.52
PROD0260,Dress 260,Clothing,Dress,2765.39
PROD0261,Dress 261,Clothing,Dress,1223.84
PROD0262,Jacket 262,Clothing,Jacket,2383.16
PROD0263,Lamp 263,Home,Lamp,3084.77
PROD0264,Shoes   264,Clothing,Shoes,1861.32
PROD0265,Vase 265,Home,Vase,2518.91
PROD0266,Self Help 266,Books,Self Help,1092.14
PROD0267,Tablet   267,Electronics,Tablet,3518.53
PROD0268,Saree 268,Clothing,Saree,1892.93
PROD0269,Smart Watch   269,Electronics,Smart Watch,4278.91
PROD0270,Headphones 270,Electronics,Headphones,1434.17
PROD0271,Bedsheet 271,Home,Bedsheet,940.45
PROD0272,Python Programming 272,Books,Python Programming,699.14
PROD0273,Biography 273,Books,Biography,2900.67
PROD0274,Fiction Novel 274,Books,Fiction Novel,1181.41
PROD0275,Fiction Novel 275,Books,Fiction Novel,544.36
PROD0276,Jacket 276,Clothing,Jacket,1386.25
PROD0277,Smart Watch 277,Electronics,Smart Watch,1217.24
PROD0278,T-Shirt 278,Clothing,T-Shirt,2189.48
PROD0279,Cookbook 279,Books,Cookbook,1935.37
PROD0280,T-Shirt 280,Clothing,T-Shirt,771.93
PROD0281,Pillow 281,Home,Pillow,4797.78
PROD0282,Saree 282,Clothing,Saree,790.26
PROD0283,Headphones 283,Electronics,Headphones,4038.06
PROD0284,Saree 284,Clothing,Saree,924.21
PROD0285,Pillow 285,Home,Pillow,2523.01
PROD0286,Kurta 286,Clothing,Kurta,4978.03
PROD0287,Lamp   287,Home,Lamp,4254.48
PROD0288,Kurta 288,Clothing,Kurta,2609.18
PROD0289,Python Programming 289,Books,Python Programming,3616.77
PROD0290,Lamp 290,Home,Lamp,3937.4
PROD0291,Tablet 291,Electronics,Tablet,1535.17
PROD0292,Bedsheet 292,Home,Bedsheet,2832.59
PROD0293,Camera 293,Electronics,Camera,2860.78
PROD0294,Biography 294,Books,Biography,2022.09
PROD0295,Curtains 295,Home,Curtains,3468.19
PROD0296,Lamp   296,Home,Lamp,347.18
PROD0297,Python Programming 297,Books,Python Programming,4078.4
PROD0298,Jeans 298,Clothing,Jeans,2408.87
PROD0299,Shoes 299,Clothing,Shoes,3167.82
PROD0300,Camera 300,Electronics,Camera,2276.78
PROD0301,Camera 301,Electronics,Camera,1706.55
PROD0302,Biography 302,Books,Biography,1836.76
PROD0303,Comics 303,Books,Comics,2823.73
PROD0304,Saree 304,Clothing,Saree,4662.63
PROD0305,Camera 305,Electronics,Camera,1325.69
PROD0306,Fiction Novel 306,Books,Fiction Novel,148.18
PROD0307,Camera 307,Electronics,Camera,650.13
PROD0308,Speaker 308,Electronics,Speaker,4343.47
PROD0309,T-Shirt 309,Clothing,T-Shirt,4817.43
PROD0310,Vase   310,Home,Vase,1034.84
PROD0311,Biography 311,Books,Biography,2900.68
PROD0312,Rug   312,Home,Rug,3263.2
PROD0313,Jacket 313,Clothing,Jacket,913.97
PROD0314,Biography 314,Books,Biography,3912.53
PROD0315,Fiction Novel 315,Books,Fiction Novel,1807.79
PROD0316,Smart Watch 316,Electronics,Smart Watch,3382.3
PROD0317,Tablet 317,Electronics,Tablet,2463.09
PROD0318,Clock 318,Home,Clock,3695.8
PROD0319,Comics 319,Books,Comics,4453.68
PROD0320,Dress 320,Clothing,Dress,1936.3
PROD0321,Tablet 321,Electronics,Tablet,1468.29
PROD0322,Kurta 322,Clothing,Kurta,3176.98
PROD0323,Self Help 323,Books,Self Help,767.0
PROD0324,Mirror 324,Home,Mirror,879.5
PROD0325,Comics 325,Books,Comics,4048.2
PROD0326,Speaker 326,Electronics,Speaker,1720.07
PROD0327,Laptop 327,Electronics,Laptop,3174.8
PROD0328,Clock 328,Home,Clock,2879.61
PROD0329,Python Programming 329,Books,Python Programming,4252.06
PROD0330,Python Programming 330,Books,Python Programming,403.15
PROD0331,Charger 331,Electronics,Charger,851.9
PROD0332,Vase 332,Home,Vase,1179.68
PROD0333,Headphones 333,Electronics,Headphones,1618.55
PROD0334,Vase 334,Home,Vase,1492.21
PROD0335,Self Help 335,Books,Self Help,1373.99
PROD0336,Pillow 336,Home,Pillow,3240.99
PROD0337,Fiction Novel 337,Books,Fiction Novel,1392.68
PROD0338,Kurta 338,Clothing,Kurta,2252.25
PROD0339,Charger 339,Electronics,Charger,4320.89
PROD0340,Curtains 340,Home,Curtains,1847.67
PROD0341,Smartphone 341,Electronics,Smartphone,2955.25
PROD0342,Cookbook 342,Books,Cookbook,4829.35
PROD0343,Smart Watch 343,Electronics,Smart Watch,2099.25
PROD0344,Tablet 344,Electronics,Tablet,960.24
PROD0345,Kurta 345,Clothing,Kurta,164.35
PROD0346,Smartphone 346,Electronics,Smartphone,3652.47
PROD0347,Headphones 347,Electronics,Headphones,3327.01
PROD0348,Clock 348,Home,Clock,4705.16
PROD0349,Dress 349,Clothing,Dress,3518.45
PROD0350,Smartphone 350,Electronics,Smartphone,446.32
PROD0351,Vase 351,Home,Vase,876.21
PROD0352,Mirror 352,Home,Mirror,559.9
PROD0353,Curtains 353,Home,Curtains,365.77
PROD0354,Cookbook 354,Books,Cookbook,4399.52
PROD0355,Vase 355,Home,Vase,2764.75
PROD0356,Shoes 356,Clothing,Shoes,180.51
PROD0357,Cookbook 357,Books,Cookbook,2015.21
PROD0358,Jacket 358,Clothing,Jacket,3836.73
PROD0359,Jacket 359,Clothing,Jacket,462.09
PROD0360,Bedsheet 360,Home,Bedsheet,1349.14
PROD0361,Cookbook 361,Books,Cookbook,818.61
PROD0362,Charger 362,Electronics,Charger,3291.42
PROD0363,Charger 363,Electronics,Charger,4433.08
PROD0364,History Book 364,Books,History Book,1581.38
PROD0365,Shoes 365,Clothing,Shoes,1274.61
PROD0366,Fiction Novel 366,Books,Fiction Novel,1456.67
PROD0367,Cookbook 367,Books,Cookbook,3151.08
PROD0368,Charger 368,Electronics,Charger,699.82
PROD0369,Dress 369,Clothing,Dress,4200.66
PROD0370,Comics 370,Books,Comics,191.43
PROD0371,Headphones 371,Electronics,Headphones,3334.57
PROD0372,T-Shirt 372,Clothing,T-Shirt,4308.83
PROD0373,Vase 373,Home,Vase,1659.75
PROD0374,Jeans 374,Clothing,Jeans,2406.97
PROD0375,Clock 375,Home,Clock,4876.16
PROD0376,Cookbook 376,Books,Cookbook,2725.89
PROD0377,Python Programming 377,Books,Python Programming,1398.45
PROD0378,Tablet 378,Electronics,Tablet,2251.98
PROD0379,History Book 379,Books,History Book,4849.23
PROD0380,Laptop   380,Electronics,Laptop,3503.23
PROD0381,Speaker 381,Electronics,Speaker,926.33
PROD0382,Kurta 382,Clothing,Kurta,3008.04
PROD0383,Smart Watch 383,Electronics,Smart Watch,3173.69
PROD0384,Laptop 384,Electronics,Laptop,3197.46
PROD0385,Jacket 385,Clothing,Jacket,2841.72
PROD0386,History Book 386,Books,History Book,2641.13
PROD0387,Cookbook   387,Books,Cookbook,3215.66
PROD0388,Laptop 388,Electronics,Laptop,1582.82
PROD0389,Laptop 389,Electronics,Laptop,1768.48
PROD0390,Dress 390,Clothing,Dress,2721.36
PROD0391,Tablet 391,Electronics,Tablet,4033.3
PROD0392,Clock   392,Home,Clock,2237.21
PROD0393,Smartphone 393,Electronics,Smartphone,1860.63
PROD0394,Rug 394,Home,Rug,1336.04
PROD0395,Mirror 395,Home,Mirror,1552.69
PROD0396,Clock 396,Home,Clock,50.46
PROD0397,Jeans 397,Clothing,Jeans,4086.13
PROD0398,Jeans 398,Clothing,Jeans,4247.34
PROD0399,Fiction Novel 399,Books,Fiction Novel,1752.23
PROD0400,Dress 400,Clothing,Dress,2372.53
PROD0401,Laptop 401,Electronics,Laptop,91.17
PROD0402,Shoes 402,Clothing,Shoes,4614.34
PROD0403,Self Help 403,Books,Self Help,4737.44
PROD0404,T-Shirt 404,Clothing,T-Shirt,2411.48
PROD0405,Dress 405,Clothing,Dress,95.21
PROD0406,Cookbook 406,Books,Cookbook,2180.65
PROD0407,Sandals 407,Clothing,Sandals,1499.97
PROD0408,Data Science 408,Books,Data Science,1194.52
PROD0409,Python Programming 409,Books,Python Programming,85.73
PROD0410,Laptop 410,Electronics,Laptop,1899.54
PROD0411,Dress 411,Clothing,Dress,2088.09
PROD0412,Dress 412,Clothing,Dress,2824.74
PROD0413,Rug 413,Home,Rug,2004.02
PROD0414,Mirror 414,Home,Mirror,858.18
PROD0415,Bedsheet 415,Home,Bedsheet,3698.73
PROD0416,Dress 416,Clothing,Dress,1979.13
PROD0417,Smart Watch 417,Electronics,Smart Watch,1922.87
PROD0418,Self Help 418,Books,Self Help,1351.75
PROD0419,Speaker 419,Electronics,Speaker,2140.08
PROD0420,Charger 420,Electronics,Charger,1235.83
PROD0421,Python Programming   421,Books,Python Programming,3834.46
PROD0422,Biography 422,Books,Biography,4554.27
PROD0423,Saree 423,Clothing,Saree,4047.5
PROD0424,Clock 424,Home,Clock,3438.97
PROD0425,Jacket 425,Clothing,Jacket,1459.15
PROD0426,Saree 426,Clothing,Saree,3727.49
PROD0427,Mirror 427,Home,Mirror,4053.6
PROD0428,Kurta 428,Clothing,Kurta,2093.87
PROD0429,Saree 429,Clothing,Saree,4274.74
PROD0430,Camera 430,Electronics,Camera,952.92
PROD0431,History Book 431,Books,History Book,1483.5
PROD0432,Smartphone   432,Electronics,Smartphone,3202.62
PROD0433,Headphones 433,Electronics,Headphones,3107.76
PROD0434,Lamp 434,Home,Lamp,1397.06
PROD0435,Camera 435,Electronics,Camera,3132.63
PROD0436,Sandals 436,Clothing,Sandals,979.56
PROD0437,Pillow 437,Home,Pillow,146.01
PROD0438,Pillow 438,Home,Pillow,295.68
PROD0439,Curtains 439,Home,Curtains,2698.11
PROD0440,Shoes 440,Clothing,Shoes,970.39
PROD0441,Jacket 441,Clothing,Jacket,556.25
PROD0442,Jeans 442,Clothing,Jeans,1382.52
PROD0443,Saree 443,Clothing,Saree,3590.22
PROD0444,T-Shirt 444,Clothing,T-Shirt,3649.18
PROD0445,Rug 445,Home,Rug,1202.41
PROD0446,Curtains 446,Home,Curtains,795.88
PROD0447,Sandals 447,Clothing,Sandals,2493.22
PROD0448,Shoes 448,Clothing,Shoes,1742.47
PROD0449,Python Programming 449,Books,Python Programming,1592.3
PROD0450,T-Shirt 450,Clothing,T-Shirt,4007.34
PROD0451,Speaker 451,Electronics,Speaker,4989.92
PROD0452,Rug 452,Home,Rug,2345.24
PROD0453,Bedsheet 453,Home,Bedsheet,3967.55
PROD0454,Laptop 454,Electronics,Laptop,1684.73
PROD0455,Data Science 455,Books,Data Science,4225.55
PROD0456,Data Science 456,Books,Data Science,4760.64
PROD0457,Pillow 457,Home,Pillow,327.39
PROD0458,Tablet 458,Electronics,Tablet,3889.48
PROD0459,Jacket 459,Clothing,Jacket,403.35
PROD0460,Pillow 460,Home,Pillow,2377.23
PROD0461,Smartphone   461,Electronics,Smartphone,1001.35
PROD0462,Smart Watch 462,Electronics,Smart Watch,4215.62
PROD0463,Comics 463,Books,Comics,4095.39
PROD0464,Saree 464,Clothing,Saree,4149.85
PROD0465,Lamp 465,Home,Lamp,653.71
PROD0466,Pillow 466,Home,Pillow,3852.32
PROD0467,Speaker 467,Electronics,Speaker,1282.36
PROD0468,Curtains 468,Home,Curtains,3867.57
PROD0469,Saree 469,Clothing,Saree,2242.66
PROD0470,T-Shirt 470,Clothing,T-Shirt,3701.21
PROD0471,Data Science   471,Books,Data Science,215.88
PROD0472,Headphones 472,Electronics,Headphones,2331.13
PROD0473,Kurta 473,Clothing,Kurta,3866.43
PROD0474,Rug 474,Home,Rug,2629.64
PROD0475,Shoes 475,Clothing,Shoes,4911.47
PROD0476,Curtains 476,Home,Curtains,2390.49
PROD0477,Mirror 477,Home,Mirror,3423.14
PROD0478,Biography 478,Books,Biography,1594.94
PROD0479,Jeans 479,Clothing,Jeans,1649.16
PROD0480,Jacket 480,Clothing,Jacket,3164.36
PROD0481,Smartphone 481,Electronics,Smartphone,258.82
PROD0482,T-Shirt 482,Clothing,T-Shirt,4690.23
PROD0483,Fiction Novel 483,Books,Fiction Novel,2628.58
PROD0484,Lamp 484,Home,Lamp,1303.9
PROD0485,Headphones 485,Electronics,Headphones,3210.67
PROD0486,Saree 486,Clothing,Saree,1033.68
PROD0487,Dress   487,Clothing,Dress,4443.22
PROD0488,Self Help 488,Books,Self Help,4325.11
PROD0489,Curtains 489,Home,Curtains,1128.05
PROD0490,Shoes 490,Clothing,Shoes,609.0
PROD0491,Camera 491,Electronics,Camera,3182.9
PROD0492,Vase 492,Home,Vase,1656.34
PROD0493,Cookbook 493,Books,Cookbook,878.43
PROD0494,Clock 494,Home,Clock,1416.7
PROD0495,Rug 495,Home,Rug,642.27
PROD0496,Dress   496,Clothing,Dress,3956.26
PROD0497,Curtains 497,Home,Curtains,94.2
PROD0498,Headphones 498,Electronics,Headphones,257.87
PROD0499,Biography 499,Books,Biography,3928.2
PROD0500,Headphones 500,Electronics,Headphones,2402.59
